time,seconds_elapsed,z,y,x
1761400623698802700,0.151802734375,-0.023348774760961533,0.038886867463588715,0.045864854007959366
1761400623708883700,0.1618837890625,-0.00576225109398365,0.05056125670671463,0.04763016849756241
1761400623718981000,0.171981201171875,-0.0016154287150129676,0.03555608540773392,0.06681546568870544
1761400623729045000,0.182044921875,-0.005712289363145828,0.033874042332172394,0.08097128570079803
1761400623739126500,0.19212646484375,-0.018069487065076828,-0.011308001354336739,0.08711657673120499
1761400623749213400,0.20221337890625,-0.03572262451052666,-0.07735738903284073,0.07714089006185532
1761400623759297800,0.2122978515625,-0.019651608541607857,-0.1634913831949234,0.06924693286418915
1761400623769378800,0.22237890625,0.01590447872877121,-0.23405398428440094,0.054125189781188965
1761400623779459800,0.2324599609375,0.03125938028097153,-0.259417861700058,0.032924771308898926
1761400623789547000,0.242547119140625,0.0333910807967186,-0.20933958888053894,0.05547415837645531
1761400623799634700,0.252634765625,0.029027756303548813,-0.12726913392543793,0.10043969750404358
1761400623809716700,0.262716796875,0.02584685944020748,-0.07647473365068436,0.12623660266399384
1761400623819800000,0.272800048828125,0.06161944940686226,-0.03530627861618996,0.1374613344669342
1761400623829855700,0.282855712890625,0.1042034849524498,-0.027462288737297058,0.16853751242160797
1761400623839962000,0.292962158203125,0.11744333803653717,-0.009276225231587887,0.2553543150424957
1761400623850020400,0.303020263671875,0.1501016467809677,0.021799961104989052,0.3939148187637329
1761400623860100900,0.313100830078125,0.18262672424316406,0.11706029623746872,0.5404525399208069
1761400623870181600,0.323181640625,0.2612331509590149,0.3213537335395813,0.6384274363517761
1761400623880287700,0.333287841796875,0.3028179407119751,0.6622591614723206,0.7100059390068054
1761400623890369000,0.343369140625,0.2513074278831482,0.7794027328491211,0.7999036908149719
1761400623900434000,0.353433837890625,0.2731073796749115,0.6630585789680481,0.9168140888214111
1761400623910529300,0.363529296875,0.33291155099868774,0.2220798134803772,0.8638213872909546
1761400623920586200,0.373586181640625,0.3382907807826996,0.02834494598209858,0.7389171123504639
1761400623930693000,0.383693115234375,0.32320234179496765,-0.09384475648403168,0.6669389009475708
1761400623940773600,0.393773681640625,0.29937058687210083,-0.2625654637813568,0.6241217255592346
1761400623950851600,0.4038515625,0.3121108412742615,-0.4574827551841736,0.5655499696731567
1761400623960935400,0.413935302734375,0.31735682487487793,-0.5953437685966492,0.5450823307037354
1761400623970992400,0.423992431640625,0.33595922589302063,-0.7354364395141602,0.5493623614311218
1761400623981090300,0.43409033203125,0.3637046217918396,-0.8520804047584534,0.5444661378860474
1761400623991154000,0.44415380859375,0.4030578136444092,-0.8792762160301208,0.5526764988899231
1761400624001235000,0.45423486328125,0.4754190146923065,-0.7604172825813293,0.6283518075942993
1761400624011302400,0.464302490234375,0.539419949054718,-0.6009728312492371,0.7443296313285828
1761400624021422800,0.4744228515625,0.5822204947471619,-0.4572829306125641,0.8768613934516907
1761400624031525400,0.484525390625,0.5885989665985107,-0.30694812536239624,1.0032978057861328
1761400624041559000,0.49455908203125,0.6169272661209106,-0.1717517226934433,1.1140629053115845
1761400624051639800,0.504639892578125,0.6462381482124329,-0.00799387414008379,1.2034777402877808
1761400624061723100,0.51472314453125,0.6533327102661133,0.07316060364246368,1.2088569402694702
1761400624071828500,0.524828369140625,0.7193820476531982,0.05464146286249161,1.1320991516113281
1761400624081909000,0.534908935546875,0.7865639328956604,0.03853713721036911,1.0225830078125
1761400624091994600,0.54499462890625,0.8151253461837769,-0.04967859759926796,0.9119511842727661
1761400624102068000,0.55506787109375,0.7458118200302124,-0.16485700011253357,0.8076477646827698
1761400624112157400,0.565157470703125,0.6364955902099609,-0.20032982528209686,0.6836594343185425
1761400624122229500,0.5752294921875,0.5781569480895996,-0.24058230221271515,0.5269461870193481
1761400624132314400,0.585314453125,0.5383874177932739,-0.26328158378601074,0.3552277982234955
1761400624142370300,0.595370361328125,0.5282618403434753,-0.2667789161205292,0.21275363862514496
1761400624152476200,0.60547607421875,0.5583388209342957,-0.32235297560691833,0.1316158026456833
1761400624162558200,0.61555810546875,0.5849351286888123,-0.4482065439224243,0.08345271646976471
1761400624172638700,0.625638671875,0.6852582097053528,-0.6546649932861328,0.008276990614831448
1761400624182694400,0.6356943359375,0.6972823143005371,-0.7457119226455688,-0.1385771483182907
1761400624192801500,0.645801513671875,0.687806248664856,-0.7644308805465698,-0.34665101766586304
1761400624202881800,0.6558818359375,0.6226894855499268,-0.7604839205741882,-0.5192853808403015
1761400624212963000,0.665963134765625,0.5587884783744812,-0.6732507348060608,-0.6006563901901245
1761400624223044600,0.676044677734375,0.46605953574180603,-0.5494789481163025,-0.5977585911750793
1761400624233125000,0.686125,0.37243127822875977,-0.4434768259525299,-0.5336743593215942
1761400624243181600,0.696181640625,0.2902442514896393,-0.29327526688575745,-0.47765064239501953
1761400624253288000,0.706287841796875,0.3024848699569702,-0.14040906727313995,-0.40200862288475037
1761400624263368700,0.71636865234375,0.3323952853679657,-0.058671705424785614,-0.3208707869052887
1761400624273450000,0.726449951171875,0.45323601365089417,-0.06290179491043091,-0.27252450585365295
1761400624283530800,0.73653076171875,0.6459882855415344,-0.13020022213459015,-0.16882063448429108
1761400624293611300,0.746611328125,0.7488095164299011,-0.22128044068813324,0.045148737728595734
1761400624303693600,0.756693603515625,0.7706594467163086,-0.2871133089065552,0.23087307810783386
1761400624313770200,0.766770263671875,0.762865424156189,-0.28001874685287476,0.19150325655937195
1761400624323855400,0.77685546875,0.7901944518089294,-0.08295310288667679,0.23641882836818695
1761400624333936400,0.786936279296875,0.8420880436897278,0.4874098300933838,0.5195019245147705
1761400624344017000,0.797016845703125,0.830163836479187,1.0704630613327026,0.6402927041053772
1761400624354098200,0.80709814453125,0.6418581604957581,1.2191990613937378,0.4670754075050354
1761400624364179000,0.817178955078125,0.3225195109844208,0.8854215145111084,0.2503415048122406
1761400624374261000,0.827260986328125,-0.1632915437221527,0.39095041155815125,-0.3475336730480194
1761400624384342500,0.837342529296875,-0.4979017972946167,0.09043070673942566,-1.137028694152832
1761400624394423600,0.847423583984375,-0.8207210898399353,-0.19678254425525665,-1.8229364156723022
1761400624404503600,0.857503662109375,-1.1257373094558716,-0.3181562125682831,-2.255321741104126
1761400624414584600,0.86758447265625,-1.412534236907959,-0.2528229355812073,-2.3721821308135986
1761400624424666600,0.87766650390625,-1.5633519887924194,-0.13632886111736298,-2.194068670272827
1761400624434747100,0.8877470703125,-1.499251127243042,0.07883958518505096,-1.8831236362457275
1761400624444824600,0.897824462890625,-1.2930258512496948,0.32744908332824707,-1.5949110984802246
1761400624454909000,0.907908935546875,-1.1177434921264648,0.547447144985199,-1.4037076234817505
1761400624464990700,0.91799072265625,-1.0139729976654053,0.7551546692848206,-1.2369354963302612
1761400624475071200,0.9280712890625,-0.876478374004364,0.5871167778968811,-1.1511845588684082
1761400624485152500,0.938152587890625,-0.8500319719314575,-0.09857445955276489,-1.1299175024032593
1761400624495234300,0.948234375,-0.9313862919807434,-0.842654287815094,-0.9297375679016113
1761400624505315000,0.958315185546875,-1.0073447227478027,-1.0221667289733887,-0.35867515206336975
1761400624515396400,0.968396240234375,-0.8939483165740967,-0.9379645586013794,0.26619601249694824
1761400624525476900,0.978476806640625,-0.688439130783081,-0.587583065032959,0.6422744989395142
1761400624535513600,0.988513671875,-0.44580838084220886,-0.03167572617530823,0.8833064436912537
1761400624545639700,0.9986396484375,0.01607101783156395,0.5553577542304993,1.1188759803771973
1761400624555720700,1.008720703125,0.612347424030304,1.021500587463379,1.4170141220092773
1761400624565777200,1.018777099609375,1.231156587600708,1.2575364112854004,1.966992735862732
1761400624575883000,1.028883056640625,1.8561609983444214,0.8745465278625488,2.696150541305542
1761400624585963500,1.038963623046875,2.2702603340148926,-0.1288512647151947,3.2313570976257324
1761400624596044300,1.049044189453125,2.393265962600708,-0.8765449523925781,3.576026439666748
1761400624606125300,1.059125244140625,2.459831714630127,-1.2974390983581543,3.771326780319214
1761400624616206300,1.069206298828125,2.469590902328491,-1.627669334411621,3.695085048675537
1761400624626287400,1.079287353515625,2.450788736343384,-1.5037143230438232,3.3617238998413086
1761400624636369200,1.089369140625,2.3776779174804688,-1.327332854270935,2.8220040798187256
1761400624646424300,1.09942431640625,2.218932867050171,-1.2952741384506226,2.3034682273864746
1761400624656531500,1.109531494140625,2.0124244689941406,-1.3503985404968262,1.886454463005066
1761400624666612000,1.119612060546875,1.8447030782699585,-1.5051965713500977,1.5802057981491089
1761400624676693000,1.12969287109375,1.7507916688919067,-1.6457555294036865,1.3035677671432495
1761400624686774300,1.139774169921875,1.663075566291809,-1.6328654289245605,0.8293977975845337
1761400624696856300,1.149856201171875,1.529727816581726,-1.2224465608596802,0.35317936539649963
1761400624706937300,1.159937255859375,1.2806686162948608,-0.756203830242157,-0.04842955619096756
1761400624717031700,1.17003173828125,0.8872201442718506,-0.3496320843696594,-0.4079374074935913
1761400624727098600,1.1800986328125,0.4847618639469147,-0.13304804265499115,-0.7905608415603638
1761400624737154600,1.190154541015625,0.2903275191783905,0.03833729028701782,-1.1180765628814697
1761400624747235800,1.20023583984375,0.10851684212684631,0.31770655512809753,-1.2950576543807983
1761400624757323800,1.21032373046875,-0.07067917287349701,0.5828366875648499,-1.352663516998291
1761400624767423700,1.220423828125,-0.2790195345878601,0.8061322569847107,-1.3334782123565674
1761400624777504300,1.230504150390625,-0.5212505459785461,0.967791736125946,-1.3132270574569702
1761400624787585300,1.240585205078125,-0.7716253995895386,1.1207911968231201,-1.2975889444351196
1761400624797666600,1.25066650390625,-0.9822306632995605,1.3397899866104126,-1.2524569034576416
1761400624807747300,1.260747314453125,-1.1263535022735596,1.5193357467651367,-1.165906548500061
1761400624817828600,1.27082861328125,-1.211821436882019,1.547830581665039,-1.0735607147216797
1761400624827909400,1.280909423828125,-1.170303225517273,1.4286885261535645,-1.1080342531204224
1761400624837991700,1.29099169921875,-0.9811314940452576,1.0622026920318604,-1.1896716356277466
1761400624848067300,1.3010673828125,-0.7517239451408386,0.4683244526386261,-1.2086238861083984
1761400624858149000,1.311149169921875,-0.5454819798469543,-0.059138014912605286,-1.1731343269348145
1761400624868234000,1.32123388671875,-0.34408631920814514,-0.3986112177371979,-0.967308759689331
1761400624878311200,1.331311279296875,-0.07072913646697998,-0.4823637008666992,-0.5812879204750061
1761400624888396300,1.341396240234375,0.3604404628276825,-0.1711355298757553,-0.03798755630850792
1761400624898451700,1.35145166015625,0.8016190528869629,0.4869435131549835,0.4595645070075989
1761400624908558300,1.361558349609375,0.8343106508255005,1.0995573997497559,0.5647505521774292
1761400624918654700,1.37165478515625,0.7191988825798035,1.457666277885437,0.3754456341266632
1761400624928721000,1.381720947265625,0.5624856352806091,1.075559139251709,0.1711188703775406
