version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,SM-A235F,1761315745882,2025-10-24_14-22-25,Africa/Kigali,android,1.47.1,37ce7437-1623-462a-8da6-8d5b23fe4914,Accelerometer|Gyroscope|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10||10|10|10,false
